node,type
"MULDOON, TEXAS JACK",hero
"MULLANY, MIKE",hero
MULTIPLE MAN DOPPELG,hero
MULTIPLE MAN/JAMES A,hero
"MUMM, MAX",hero
"MUNDY, SHANE",hero
MUNIN,hero
MUNIPOOR,hero
"MUNOZ, CARLOS",hero
"MUNROE, DAVID",hero
"MUNROE, N'DARE",hero
"MUNSON, CLAUDIA",hero
MUNSON,hero
MURDER,hero
"MURDOCK, BATTLING JA",hero
"MURDOCK, MATT | TIME",hero
"MURDOCK, SISTER MAGG",hero
MURMUR/,hero
MURMUR II/ARLETTE TR,hero
"MURPHY, JOBOA",hero
"MURPHY, MELISSA",hero
"MURPHY, SEAN",hero
"MURRAY, WILLIAM T. B",hero
MUSE/SHANNON FITZPAT,hero
MUSTANG/,hero
MUTANT MASTER,hero
MUTAURUS,hero
"MUTO, JUNZO",hero
MYCROFT,hero
"MYLZOB'RYN, CHIEF",hero
MYSTERIA/,hero
MYSTERIO II/DANIEL B,hero
MYSTERIO/QUENTIN BEC,hero
MYSTERIUM/DR. JOSEPH,hero
MYSTIQUE | MUTANT X-,hero
MYSTIQUE/RAVEN DARKH,hero
"NACHT, HERR",hero
NAGA,hero
NAGALA,hero
"NAGAN, DR. ARTHUR",hero
NAHREES [INHUMAN],hero
NAILS/,hero
NAILS II/JOANIE EATO,hero
"NAIP, SYNTHIA",hero
NAKKA,hero
NAKOTA,hero
"NALES, DET. REBECCA",hero
NAMELESS ONE,hero
NAMELESS ONE II,hero
NAMORA/AQUARIA NAUTI,hero
NAMORITA DOPPELGANGE,hero
NAMORITA | MUTANT X-,hero
NAMORITA/NITA PRENTI,hero
NANABOZHO,hero
NANNY,hero
NANNY II,hero
"NAPIER, RAMONA DR.",hero
NARDI,hero
"NASH, JOHN JOHNNY TH",hero
"NASH, SABRINA",hero
N'ASTIRH,hero
NAUDA,hero
NAUTILUS,hero
NAVARRO,hero
NAZE,hero
N'DELE,hero
NEBULA,hero
NEBULO,hero
NEBULON,hero
NECRODAMUS,hero
NECROMANCER/DR. STEP,hero
NECROM,hero
NEDDA,hero
NEEDLE,hero
NEFFETHESK,hero
NEIFI [INHUMAN],hero
"NEKOBAH, ROMAN",hero
NEKRA/ADRIENNE HATRO,hero
NELIT,hero
"NELSON, CANDACE",hero
"NELSON, DEBBIE HARRI",hero
"NELSON, FRANKLIN FOG",hero
NEMESIS,hero
NEOPHYTE/,hero
NEPHRI,hero
NEPTUNE [OLYMPIAN],hero
NEPTUNIUM,hero
NEREEL,hero
NESTOR,hero
NETTLES,hero
NETWORK NINA,hero
NEUROTAP/MICHELLE BA,hero
NEUT,hero
NEUTRON,hero
"NEVILLE, KATE",hero
"NEWELL, DIANE ARLISS",hero
"NEWMARK, LOTUS",hero
NEW SUN,hero
NEZARR,hero
N'GAMI,hero
N'GAMO,hero
N'GASSI,hero
NHU'ABDAR,hero
"NICHOLS, LORNA",hero
"NICHOLS, TOM",hero
NICKEL,hero
NICODEMUS,hero
NICODEMUS II,hero
NIELS,hero
NIGHTCRAWLER 2013,hero
NIGHTCRAWLER/KURT WA,hero
NIGHTCRAWLER | MUTAN,hero
NIGHTEYES/ERIC,hero
NIGHTFIGHTER/,hero
NIGHT FLYER,hero
NIGHTHAWK III/NEAL,hero
NIGHTHAWK II/KYLE RI,hero
NIGHTHAWK/KYLE RICHM,hero
NIGHT,hero
NIGHTINGALE/,hero
NIGHTMARE/EDVARD HAB,hero
NIGHT PHANTOM II,hero
NIGHT PHANTOM/TRAVIS,hero
NIGHT RIDER,hero
NIGHT RIDER III/HAMI,hero
NIGHTSHADE/TILDA,hero
NIGHTSIDE,hero
NIGHTSTICK/,hero
NIGHT THRASHER/DUANE,hero
NIGHTWATCH/,hero
NIGHTWIND/,hero
NIKKI/NICHOLETTE GOL,hero
"NILES, SEN. CATHERIN",hero
NIMROD,hero
NIMROD III,hero
NINA,hero
NINGAL,hero
NINJA/,hero
NIRA,hero
"NITAL, DR.",hero
NITRO/ROBERT L. HUNT,hero
"NIVENA, JOANNA",hero
"NIXON, RICHARD",hero
NOBILUS,hero
NOBLE,hero
"NOCENTI, ANN",hero
NOCTURNE/,hero
NOCTURNE II/ANGELA C,hero
NOMAD II/EDWARD FERB,hero
NOMAD III/JACK MONRO,hero
NOM,hero
"NORRISS, JACK",hero
"NORRISS, SISTER BARB",hero
"NORTH, DAKOTA",hero
"NORTH, RICKY",hero
NORTHSTAR DOPPELGANG,hero
NORTHSTAR/JEAN-PAUL,hero
NORTHSTAR | MUTANT X,hero
NOSFERATA/PURPLE HAY,hero
NOTE,hero
NOVA 0:0,hero
NOVA DOPPELGANGER,hero
NOVA DOPPELGANGER II,hero
NOVA II/FRANKIE RAYE,hero
NOVA III/FRANKIE RAY,hero
NOVA II | MUTANT X-V,hero
NOVA | MUTANT X-VERS,hero
NOVA OMEGA/GARTHAN S,hero
NOVA-PRIME,hero
NOVA/RICHARD RIDER,hero
NOX,hero
NOY,hero
NUADA,hero
"NUGENT, ALICE",hero
NUGENT,hero
NUKE,hero
NUKLO/ROBERT FRANK J,hero
NULLITRON,hero
NUMBER NINE,hero
NUMBER ONE FAN/PROF.,hero
NUMBERS,hero
NUNTOO,hero
NURIL,hero
NURO,hero
NUTT,hero
NUWA,hero
"NYLES, JENNIFER",hero
NZAGA,hero
OBLITERATOR [ELDER],hero
OBLITERATOR II,hero
OBLIVION,hero
"O'BREEN, GLORIANNA",hero
"O'BRIEN, MICHAEL",hero
"O'BRYAN, BOB",hero
OCCULT,hero
OCCULUS,hero
"O'CONNELL, TARYN",hero
"O'CONNOR, A.C. ACE",hero
"OCULUS, LT.",hero
ODDBALL/ELTON HEALEY,hero
ODIN [ASGARDIAN],hero
"O'DONNELL, EAMON",hero
O'DONNELL,hero
"OGADA, DR.",hero
OGRE,hero
OGRE II,hero
OGRESS/,hero
OGUN,hero
OGUR,hero
"O'HARA, GERALD",hero
"O'HARA, ROBERT IRONG",hero
"O'HOOLIHAN, SERGIUS",hero
OJANI,hero
"O'KEEFE, CHANDRA",hero
OKOYE,hero
"OLAFSON, ERIC",hero
OLALLA,hero
OLAR,hero
OLD SKULL,hero
OLD WOMAN,hero
OLIVIER,hero
"OLLSEN, BO",hero
"OLSEN, JIMMY",hero
"OLSON, MRS.",hero
"O'MEARA, KATHLEEN",hero
OMEGA-20/EUGENE,hero
OMEGA,hero
OMEGA II,hero
OMEGA RED/ARKADY ROS,hero
OMERTA/,hero
OMNIBUS/LT. DALLAS,hero
OMORO,hero
ONE ABOVE ALL [CELES,hero
ONEG,hero
"O'NEIL, BRIDGET",hero
"O'NEILL, DET. BRADY",hero
ONSLAUGHT,hero
ONSLAUGHT II,hero
OPSIDIAN/,hero
ORACLE/LADY SIBYL,hero
ORB,hero
ORBIT,hero
ORIGIN/PHYLLIS TWOMB,hero
ORIKAL,hero
ORINI,hero
ORKA,hero
ORPHAN,hero
ORPHAN II/GUY SMITH,hero
ORPHAN-MAKER/PETER,hero
ORWELL,hero
OSAMA,hero
"OSBORN, EMILY",hero
"OSBORN, HARRY",hero
"OSBORN, LIZ ALLAN",hero
"OSBORN, NORMAN",hero
"OSBORN, NORMIE",hero
"O'SHAUGNESSY, COLLEE",hero
OSHIMA,hero
OSHTUR,hero
OSIRIS,hero
"OSNICK, OLLIE",hero
OSWALD,hero
OTHER,hero
OTHER II,hero
OTOMO,hero
OUBLIETTE/,hero
OUIJA/,hero
OUTLAW/NIGEL HIGGINS,hero
OUTRIDER II/MARTIN Z,hero
OUTRIDER/OCLIN UWIR,hero
OVERBOSS DIXON,hero
OVERMIND/GROM,hero
OVERRIDE/DR. GREGORY,hero
OVERRIDER/,hero
OWAYODATA,hero
OWL/LELAND OWLSLEY,hero
OXBOW/,hero
OX,hero
OX II/DR. KARL STRAG,hero
OX III,hero
OX IV,hero
"OXNARD, PHIL",hero
"OXTON, PROFESSOR HEN",hero
"OZ, DR. MALACHI",hero
OZYMANDIAS,hero
"PACE, MICHAEL",hero
"PACKER, ARTIE",hero
PAGAN,hero
"PAGE, KAREN",hero
"PAIBOK, CAPT. [SKRUL",hero
PAI,hero
"PAINE, DR.",hero
PAIN,hero
PAINTER/WILHELM VON,hero
PAKAI,hero
PALADIN/PAUL DENNIS,hero
"PALERMO, HARRIET ROS",hero
"PALERMO, VICTOR",hero
"PALMIOTTI, JIMMY",hero
PAM,hero
PANDEMONIA,hero
PANTHER CUB/,hero
PAPA GRANITE,hero
PAPA HAGG,hero
PAPA NEBO,hero
PARADIGM,hero
PARADOX,hero
PARADOX II,hero
"PARADY, CAPT. RONALD",hero
PARALYZER,hero
"PARETSKY, DR. GARY",hero
"PARETTI, TONY",hero
PARIS,hero
"PARK, ARCHIE",hero
"PARKER, BEN",hero
"PARKER, HORACE",hero
"PARKER, MARY",hero
"PARKER, MARY (ROBOT)",hero
"PARKER, MAY",hero
"PARKER, MAY II",hero
"PARKER, MAY III",hero
"PARKER, MAY | TIMESL",hero
"PARKER, PETER | TIME",hero
"PARKER, RICHARD",hero
"PARKER, RICHARD (ROB",hero
"PARKS, JOE",hero
"PARKS, JUDITH",hero
"PARRISH, MAX",hero
PARSON/,hero
"PARSONS, DR. DEREK",hero
"PARTRIDGE, STEVE",hero
PAST MASTER/PROFESSO,hero
PATCH II,hero
PATCHWORK/KYLE BARKE,hero
PATHWAY/LAURA DEAN,hero
"PATILIO, MARIE",hero
"PATRICK, KERRY",hero
PATRIOT/JEFF MACE,hero
"PATTERSON, JACK",hero
"PATTON, JESS",hero
PAVANE,hero
PAVANE II,hero
PAYBACK/,hero
"PAYGE, REEVA",hero
"PAYNE, EDWARD",hero
"PAYNE, MICHAEL",hero
PEACEKEEPER/JOSHUA,hero
PEACEMONGER/,hero
PEARLA,hero
"PEARSON, AUBREY",hero
"PEARSON, MARCY",hero
PEATOR,hero
PECOS BILL,hero
"PEEL, EMMA",hero
PELE II,hero
PELE/MICHI SASAKI,hero
PELIALI,hero
"PELTINO, LT.",hero
PEMBROKE,hero
PENANCE III,hero
PENANCE/MONET ST. CR,hero
"PENDRAGON, ARTHUR",hero
"PENNINGTON, AUDRA",hero
PENNSU,hero
"PENNYWORTH, J.C.",hero
PENTIGAAR,hero
"PEREGRINE, LE/FRANCK",hero
"PEREZ, DET. CECILIA",hero
"PEREZ, GEORGE",hero
PERRIKUS,hero
PERSEPHONE,hero
PERSEPHONE II,hero
PERSUASION/KARA KILL,hero
PERUN,hero
PESTER,hero
PESTILENCE/CAPT. F.R,hero
PESTILENCE | MUTANT,hero
"PETERS, NIGEL",hero
"PETERS, SHANA TOC",hero
PET,hero
"PETRIE, JUDGE RICHAR",hero
"PETROVITCH, DMITRI",hero
"PETROVITCH, IVAN",hero
"PEYER, DANNY",hero
PHAE-DOR,hero
PHANTAZIA/,hero
PHANTOM EAGLE,hero
PHANTOM,hero
PHANTOM RIDER II/HAM,hero
PHARAOH KHAFRE,hero
PHARAOH RAMA-TUT,hero
PHASTOS [ETERNAL],hero
PHAT/BILLY BOB REILL,hero
PHEMOUS,hero
P,hero
"PHILIPS, PHILIP",hero
"PHILLIPS, HANDSOME H",hero
"PHILLIPS, SIR GORDON",hero
"PHIM, FATHER",hero
PHINEAS,hero
PHOBIUS,hero
PHOBOS,hero
PHOENIX 2013,hero
PHOENIX II,hero
PHOENIX III/RACHEL S,hero
PHOSPHORUS,hero
PICARO/FELIPE,hero
PICO,hero
PIECEMEAL/GILBERT BE,hero
"PIERCE, ALEXANDER GO",hero
"PIERCE, DONALD",hero
"PIERSON, FRED",hero
PIERSO [TRIONIAN],hero
PIGSKIN/,hero
"PIKE, FRISCO",hero
PILEDRIVER,hero
PILEDRIVER II/BRIAN,hero
PILGRIM,hero
PILGRIMM,hero
"PILLMAN, JIM",hero
"PINKERTON, PERCIVAL",hero
"PINKERTON, RUDY",hero
PINK PEARL/,hero
"PINKWATER, ELLA",hero
PINTA,hero
PIPELINE/CORMICK GRI,hero
PIPER,hero
PIP/PRINCE GOFERN,hero
PIRANHA,hero
PIRANHA II/,hero
PIROUETTE/JOBETH,hero
PISCES II,hero
PISCES/NOAH PERRICON,hero
PISTON/ANDREI SEMYAN,hero
PIXIE/ [ETERNAL],hero
PIXIE II/,hero
P'KAR,hero
"P'KRRD, CAPTAIN",hero
PLAGUE,hero
PLANNER,hero
PLANTMAN/SAM SMITHER,hero
PLASMA/,hero
PLASMA WRAITH,hero
PLAZM,hero
"PLEXICO, DET.",hero
PLEX INTELLIGENCE,hero
"PLUNDER, ADAM KYLE M",hero
PLUNDERER/LORD EDGAR,hero
PLUTONIUM,hero
PLUTO [OLYMPIAN],hero
"POGUE, BARTON",hero
PO,hero
POISON/CECILIA CARDI,hero
"POITIER, CLAUDE",hero
"PO, KIM",hero
POLARIS DOPPELGANGER,hero
POLARIS/LORNA DANE,hero
POLARIS | MUTANT X-V,hero
POLESTAR/,hero
"POLOMBO, CATHY",hero
POLTERGEIST/MICKEY S,hero
"POMEROY, SYLVIA",hero
"PONG, WU",hero
POPE,hero
POPEYE,hero
POPPA WHEELER,hero
PORCAL,hero
PORCUPINE/ALEX GENTR,hero
PORGA,hero
PORTAL/CHARLES LITTL,hero
"PORTER, KIM",hero
POSITRON/RONNIE,hero
"POTTER, BETSY BEATTY",hero
"POTTS, VIRGINIA PEPP",hero
POUNDCAKES/MARIAN PO,hero
POWDERKEG/FRANK SKOR,hero
POWDERKEG II,hero
"POWELL, AMY",hero
"POWELL, GRACE",hero
POWELL,hero
"POWELL, JASON",hero
"POWELL, JONATHAN",hero
"POWELL, OFFICER MIKE",hero
"POWER, DR. JIM",hero
"POWER, DR. MAX",hero
POWERHOUSE II/,hero
POWERHOUSE IV/,hero
POWERHOUSE/RIEG DAVA,hero
"POWER, LEFTENANT",hero
POWER MAN/ERIK JOSTE,hero
POWER MAN III/STEELE,hero
POWER MAN II | MUTAN,hero
"POWER, MARGARET",hero
POWER PRINCESS/ZARDA,hero
POWERSURGE/ILLARION,hero
PRADDA FOL,hero
"PRAZNIKI, ANNIE",hero
"PRAZNIKI, SYLVIA",hero
"PRAZNIKI, VICTOR",hero
PREECHA,hero
"PRENTISS, BETTY DEAN",hero
PRESIDENT ITOES [TRI,hero
PRESTER JOHN,hero
PRETTY BOY,hero
PRETTY LARRY,hero
PRETTY PERSUASIONS/H,hero
PREYY,hero
PRIMAX/JAROMEL,hero
PRIME MOVER,hero
"PRIMO, ALEXIS",hero
PRIMUS,hero
PRIMUS II,hero
PRINCE BAYAN,hero
"PRINCE, DIANA",hero
PRINCE REY,hero
PRINCESS FEN [ATLANT,hero
PRINCESS NEPTHYS/SAN,hero
PRINCESS PEARLA,hero
PRINCESS PYTHON/ZELD,hero
PRINCESS SANDELLA,hero
PRINCESS ZAFINA,hero
PRINCESS ZANDA,hero
PRISM,hero
"PROCTOR, COORDINATOR",hero
PROCTOR,hero
PRODIGAL/,hero
PRODIGY/,hero
PROFESSOR ANGST/DR.,hero
PROFESSOR GIBBON/,hero
PROFESSOR POWER/ANTH,hero
PROFESSOR XAVIER 201,hero
PROFESSOR X/CHARLES,hero
PROFESSOR X DOPPELGA,hero
PROFESSOR X | EARTH,hero
PROFESSOR X | MUTANT,hero
PROGENITOR,hero
PROJECTOR/,hero
"PRO, LE/",hero
PROMETHEUS II,hero
PROMETHEUS [OLYMPIAN,hero
PROSH,hero
"PROSPERO, DR./HARPER",hero
PROTECTOR III/,hero
PROTEUS II,hero
PROTOCIDE/PRIVATE CL,hero
PROTO-GOBLIN/VAN ADD,hero
"PROUST, PAUL",hero
"PROVENZANO, PAULIE",hero
PROWLER/HOBIE BROWN,hero
PROWLER III/RICK LAW,hero
"PRYDE, CARMEN",hero
"PRYDE, TERRI",hero
PSI-BORG/,hero
PSI-LORD/FRANKLIN BE,hero
PSIMON,hero
PSIREN,hero
PSI-WOLF/NIKOLAI VON,hero
PSYCHE II/PSYKOS/RON,hero
PSYCHO-MAN,hero
PSYKLOP,hero
PSYLOCKE 2013,hero
PSYLOCKE/ELISABETH B,hero
PSYNAPSE,hero
PUCK DOPPELGANGER,hero
PUCK DOPPELGANGER II,hero
PUCK/EUGENE MILTON J,hero
PUCK | MUTANT X-VERS,hero
PUDDLEGULP,hero
"PUENTES, DONNA MARIA",hero
PUFF ADDER,hero
"PULASKI, JOSEPHINE J",hero
PULSAR II/LAN,hero
PULSAR/PLOR,hero
PULSE/,hero
PULSE II/,hero
PULSSUS,hero
PUMA/THOMAS FIREHEAR,hero
PUMPKIN,hero
PUNCHOUT,hero
PUNISHER/FRANK CASTL,hero
PUNISHER,hero
PUNISHER II/FRANK CA,hero
PUPPET MASTER/PHILLI,hero
PUPPY,hero
"PURL, DR. NOAH",hero
PURPLE MAN/ZEBEDIAH,hero
PURSUER,hero
"PUSHKIN, IVAN",hero
PYLLAR,hero
"PYRAKH, COMMANDER",hero
PYRE,hero
PYRE II,hero
PYRO/ALLERDYCE JOHNN,hero
PYRON/,hero
QABIRI,hero
Q,hero
QIRMET,hero
QNAX,hero
QUAGMIRE,hero
QUANTUM,hero
QUARK,hero
QUARRY,hero
"QUARTERMAIN, CLAY",hero
QUASAR DOPPELGANGER,hero
QUASAR,hero
QUASAR II,hero
QUASAR III/WENDELL V,hero
QUASIMODO,hero
"QUAYLE, DAN",hero
QUEEN DIVINE JUSTICE,hero
QUEEN KNORDA/NORA QU,hero
QUEEN OF STAR SWORDS,hero
QUENTINO,hero
"QUENTIN, RALPH",hero
"QUESADA, JOE",hero
QUESTA,hero
QUICKSAND,hero
QUICKSILVER DOPPELGA,hero
QUICKSILVER | MUTANT,hero
QUICKSILVER/PIETRO M,hero
QUIET BILL,hero
QUILL,hero
"QUINN, ASHLEY",hero
"QUINN, MIRANDA/M'RYN",hero
"QUINN, MR.",hero
"QUINN, PAMELA",hero
QUISLING,hero
QUORUM/,hero
Q'WAKE/QUAKE,hero
RAA,hero
RA'AL,hero
RABBIT,hero
"RABIN, GRETTA",hero
"RACAL, CONSTANTIN",hero
"RADCLIFFE, TODD",hero
"RADD, FENNAN",hero
RADIOACTIVE MAN/DR.,hero
RADIOACTIVE MAN II/D,hero
RADION,hero
RADIUM,hero
RADIUS/JARED CORBO,hero
RAGA,hero
RAGAR,hero
RAGA-SHAH,hero
RAGE/ELVIN DARYL HAL,hero
RAGGADORR,hero
RAHL,hero
"RAHN, TAMARA",hero
RAI,hero
"RAINBOW, BECKY",hero
RAINBOW,hero
"RAINTREE, VIVIAN",hero
RAKESH,hero
"RAKIM, SEN. KAMAL",hero
RAKKUS,hero
RAKSOR [SKRULL],hero
"RALEIGH, RICHARD",hero
RALF,hero
"RALSTON, SENATOR ROB",hero
RAMA KALIPH,hero
RAMAN,hero
"RAMBEAU, FRANK",hero
"RAMBEAU, MARIA",hero
RAMBO,hero
"RAMIREZ, ALMA",hero
"RAMIREZ, JAVIER",hero
"RAMIREZ, LUIS",hero
"RAMIREZ, MARTA",hero
"RAMIREZ, ROSA",hero
RAMONDA,hero
RAMON,hero
"RAMOS, MANUEL",hero
"RAMOS, ROGER",hero
RAMPAGE/STUART CLARK,hero
RAMROD,hero
RAMROD II,hero
RAMROD III/,hero
RAMSHOT/,hero
"RAM, SIR",hero
RANDAK,hero
"RANDEAU, DR.",hero
"RAND, HEATHER DUNCAN",hero
RANDI,hero
RANDOM,hero
RANDOM II/MARSHALL E,hero
RANGER I/,hero
RANGER II,hero
"RANIER, MIKE",hero
"RANN, COMMANDER ARCT",hero
"RANSOME, DR. SUSAN",hero
"RANSOME, JENNIFER AM",hero
RAPIDO,hero
RAPIER,hero
RAPTAR,hero
RAPTOR II/PROFESSOR,hero
RAPTOR/PAUL HAZLETT,hero
RAPTURE/SISTER JOY,hero
RAPUNZEL,hero
RASCAL/,hero
"RASPUTINA, ALEXANDRA",hero
"RASPUTINA, ILLYANA I",hero
RASPUTIN,hero
"RASPUTIN, LUCIFER",hero
"RASPUTIN, MIKHAIL",hero
"RASPUTIN, NIKOLAI",hero
"RASSITANO, MAD DOG",hero
RAT,hero
"RATLIFF, OFFICER LAR",hero
RATTACK,hero
RATTLER,hero
RAVAGE/PROF. GEOFFRE,hero
"RAVEN, HELEN",hero
RAVEN,hero
"RAVEN, LT. JACOB",hero
"RAVEN, MATTHEW",hero
RAVEN | MUTANT X-VER,hero
"RAVEN, SABBATH",hero
"RAVEN, SABBATH II/EL",hero
RAVENWOOD,hero
RAVONNA LEXUS RENSLA,hero
RAWHIDE KID,hero
RAX,hero
"RAYMOND, ANN",hero
"RAYMOND, FRED",hero
"RAYMOND, HENRY/ADAM",hero
"RAYMOND, NORA JONES",hero
RAZA LONGKNIFE,hero
RAZORBACK/,hero
RAZORBLADE/,hero
RAZORBLADE II/,hero
RAZORFIST,hero
RAZORFIST II,hero
RAZORFIST III,hero
RAZORFIST IV/MARCO S,hero
RAZORFIST ROBOT,hero
RAZOR/,hero
RAZOR WIRE/,hero
RAZORWIRE,hero
"REAGAN, NANCY",hero
"REAGAN, RONALD",hero
"REANDEAU, DR.",hero
REANIMATOR/,hero
REAPER,hero
REAPER II,hero
REAVER/JOSHUA STRAGG,hero
"REAVES, VERNON",hero
REBEL/,hero
REBO,hero
REBOUND/,hero
RECKLESS ERIC/,hero
RECOIL/,hero
RECORDER II,hero
REDEEMER/CRAIG SAUND,hero
RED GHOST/IVAN KRAGO,hero
RED GUARDIAN II/ALEX,hero
RED GUARDIAN III/DR.,hero
RED GUARDIAN IV,hero
RED GUARDIAN V,hero
REDJEK/,hero
RED QUEEN,hero
RED RAVEN,hero
RED RAVEN II,hero
RED RONIN,hero
RED SHIFT,hero
RED SKULL II/ALBERT,hero
RED SKULL/JOHANN SCH,hero
REDSTONE/,hero
REDWING,hero
REDWING II,hero
RED WOLF II,hero
RED WOLF III/WILL TA,hero
RED WOLF/WILDRUN,hero
REE,hero
"REESE, MURRAY",hero
"REEVES, MAJOR",hero
REFLEX/,hero
REIGNFIRE/,hero
REI,hero
REIKO,hero
"REILLY, MAVIS",hero
REINHOLDT,hero
"REINMAN, PAULA",hero
"REISS, JACOB",hero
"REISZ, RAY",hero
REJECT/RAN-SAK [DEVI,hero
RELAY,hero
REMIPED,hero
REMORA,hero
REM-RAM/,hero
"RENKO, DR. IRENO",hero
"RENO, AGENT",hero
REPLICUS,hero
REPTILLA,hero
REPTYL,hero
REQUIEM/,hero
"RESTON, CLIVE",hero
RETREAD,hero
REVELATION,hero
REVELATION II/,hero
REVENANT/,hero
REVERB,hero
"REVER, BRAD",hero
"REVER, DAN",hero
REXEL TOIVEN,hero
"REYES, DR. CECELIA",hero
"REYES, DR. DANIEL",hero
"REYNOLDS, DR.",hero
"REYNOLDS, KATHERINE",hero
"REYNOLDS, LINDY",hero
RHAPSODY/RACHEL ARGO,hero
RHINO,hero
"RHODES, MR.",hero
"RHODES, MRS.",hero
"RICHARDS, FRANKLIN 2",hero
"RICHARDS, FRANKLIN B",hero
"RICHARDS, FRANKLINK",hero
"RICHARDS, NATHANIEL",hero
"RICHARDS, REED | EAR",hero
"RICHARDS, REED | MUT",hero
"RICHMOND, DELROY",hero
"RICKMAN, JONATHAN",hero
RICOCHET RITA,hero
RICOCHET/SEN. STEVEN,hero
RICTOR/JULIO ESTEBAN,hero
"RIDDLEY, HIRAM RAM",hero
"RIDER, CHARLES",hero
"RIDER, GLORIA",hero
"RIDER, ROBERT ROBBIE",hero
"RIDGE, CHRISTINA DEV",hero
"RIDGEWAY, DAWN",hero
"RIESER, ROB",hero
"RIFKIN, BIFF",hero
"RIFKIN, MARJORIE",hero
RIGER,hero
RIGHT,hero
RIGHT-WINGER/JEROME,hero
"RIGOLETTO, DON DANTE",hero
"RILEY, JACK",hero
"RILEY, KIM",hero
"RILEY, MARIEL",hero
RINGER/ANTHONY TONY,hero
RINGER II,hero
RINGLEADER,hero
RINGLET,hero
RINGMASTER/MAYNARD T,hero
RINGO KID,hero
RINGTOSS,hero
RINTRAH DOPPELGANGER,hero
RINTRAH,hero
"RIORDAN, JIMMY",hero
RIOT-ACT/,hero
RIOT/HEIDI SLATKIN,hero
RIOT II/,hero
RIP,hero
RIPPER/DR. JACQUELIN,hero
RIPSTER,hero
RIPTIDE,hero
RISQUE/GLORIA,hero
"RITTER, DEBORAH",hero
"RITTER, DONALD",hero
"RIVERA, DR. JASON",hero
"RIVERA, MS.",hero
"RIVERS, JERRY",hero
"ROBERTS, CHESS",hero
"ROBERTSON, AMANDA",hero
"ROBERTSON, JOE",hero
"ROBERTSON, MARTHA",hero
"ROBERTSON, PROF. BOB",hero
"ROBERTSON, RANDY",hero
"ROBERTS, TED",hero
"ROBESON, PROFESSOR K",hero
"ROBINSON, LUCY",hero
ROC/,hero
ROCKETLAUNCHER/,hero
ROCKET RACCOON,hero
ROCKET RACER II/,hero
ROCKET RACER/ROBERT,hero
ROCK PYTHON,hero
ROCK/SAMUEL JOHN ROC,hero
ROCKWALL,hero
"RODGERS, MARIANNE",hero
RODOR,hero
"RODRIGUEZ, DEBRA",hero
"RODRIGUEZ, DET. PHIL",hero
"ROEBERG, SEN.",hero
"ROGERS, CAPT. STEVEN",hero
"ROGERS, GAYLE",hero
"ROGERS, W.T.",hero
ROGUE DOPPELGANGER,hero
ROGUE /,hero
ROGUE | MUTANT X-VER,hero
ROK,hero
"ROLLINS, MRS.",hero
ROMA,hero
"ROMAN, DR. NILES",hero
"ROMANO, TONY",hero
"ROMANOV, MICKEY",hero
ROM CLONE,hero
"ROMITA, JOHN",hero
"ROMMEL, EDWIN ROMULU",hero
"ROM, SPACEKNIGHT",hero
RONAN THE ACCUSER [K,hero
"RON, DAN",hero
"RON, TALLA",hero
"ROOSEVELT, FRANKLIN",hero
ROOTAR,hero
"RORY, RICHARD",hero
"ROSE, HENRIETTA",hero
ROSE III/,hero
ROSE II/SGT. BLUME,hero
ROSE IV/JACOB JAKE C,hero
"ROSE, JUSTICE",hero
"ROSELLINI, ROBERTA",hero
"ROSE, MICHKA",hero
"ROSENBERG, ANNIE",hero
"ROSENTHAL, BERNIE",hero
"ROSEN, WALTER",hero
ROSETTA STONE,hero
"ROSETTI, GABRIEL",hero
"ROSS, COURTNEY",hero
"ROSS, EVERETT KENNET",hero
"ROSS, GEN. THADDEUS",hero
"ROSSI, COL. MICHAEL",hero
"ROSSIN, DR.",hero
"ROTH, ARNIE",hero
"ROTH, DR. GERALD",hero
ROTWRAP,hero
ROUGHHOUSE,hero
ROULETTE/DUDE JENSEN,hero
ROULETTE II/JENNY ST,hero
"ROUSSEAU, ETIENNE",hero
ROUST,hero
"ROWEN, CARL",hero
"ROWEN, MIKE",hero
"ROYCE, JENNIE",hero
"ROYTON, RAYMOND",hero
R'TEE,hero
"RUBINO, STEVE HEADSE",hero
RUBY,hero
RUCKUS,hero
"RUDOLFO, PRINCE",hero
RU,hero
"RUIZ, DR. BERNARDO",hero
"RUIZ, RHYTHM",hero
"RUIZ, RIGGER",hero
RUMOR/,hero
"RUNCITER, GAIL",hero
RUNE,hero
RUNNER,hero
"RUSSELL, LISSA",hero
RUSSIAN,hero
"RYANS, JIM",hero
"RYAN, THOMAS",hero
"RYCHENKO, MAJ. VALEN",hero
RYDER,hero
"RYKER, GENERAL",hero
"RYKER, HARLAN",hero
"RYKER, LUCY",hero
"RYKER, MAJOR SIMON",hero
"RYKING, ALEXANDER",hero
RY'LOR,hero
RYNDA,hero
"SABINI, JERRY THE WH",hero
SABOTEUR/,hero
SABRA/RUTH BAT-SERAP,hero
SABRE/,hero
SABRETOOTH | MUTANT,hero
SABRETOOTH/VICTOR CR,hero
SABU,hero
"SABUKI, DR. SAM",hero
SACK,hero
SACRIFICER,hero
"SAGE, HENRY",hero
SAGITTARIUS/HARLAN V,hero
SAGITTARIUS II/,hero
SAHREED,hero
SAI/,hero
"SAINT, AMANDA",hero
